"place_id","place_name","neighborhood","cuisine","setting","reservation_url","image_url","budget","description","maps_url"
"ChIJQ1ZCUkRZwokRYKlkqQijGHg","Forma Pasta Factory","Greenpoint","Italian","Sit-down","Walk in Only","https://img.cdn4dd.com/cdn-cgi/image/fit=cover,width=600,height=400,format=auto,quality=80/https://doordash-static.s3.amazonaws.com/media/store/header/273273.jpg","$$","Cheerful venue for dishes featuring pasta made behind the counter and flash-boiled to order.","https://maps.app.goo.gl/zA3KrhmrM4E4tsZ58"
"ChIJBwGziqlZwokRb3MTH3xUt0Y","Tonchin NEW YORK","Midtown","Ramen","Sit-down","https://resy.com/cities/new-york-ny/venues/tonchin-new-york?date=2024-07-27&seats=2","https://assets-global.website-files.com/5e58664f0ded3a1a94864e3c/5ed8adb22fd397caad09c3ac_tonchin%20HP_1.jpg","$$","Branch of a Tokyo-based chain specializing in tonkotsu ramen, griddled dishes, and fried chicken.","https://maps.app.goo.gl/JyYV3tCmuGWBfdG18"
"ChIJv_vCZ6JZwokR_2lI72wJsl0","Laut","Union Square","Asian","Sit-down","https://resy.com/cities/new-york-ny/venues/laut?date=2024-07-27&seats=2","https://res.cloudinary.com/the-infatuation/image/upload/q_auto,f_auto/NYC_LautSingapura_PRphotos_01_xvxbkc","$$","Southeast Asian eatery with exposed brick serving fare from Thailand, Malaysia, Singapore & beyond.","https://maps.app.goo.gl/SzZTVn8KnoAYtPPR9"
"ChIJ4_kdpBBZwokR7rsYae4xCxI","Roscioli NYC","SoHo","Italian","Sit-down","https://resy.com/cities/new-york-ny/venues/roscioli-tasting-menu?date=2024-07-27&seats=2","https://cdn.vox-cdn.com/thumbor/rnX26f1VqmbuBCG2hxnYi77LmwY=/0x0:4000x3000/1200x0/filters:focal(0x0:4000x3000):no_upscale()/cdn.vox-cdn.com/uploads/chorus_asset/file/24785049/230711_ROSCIOLI_EATER_022.jpg","$$","The famed Roscioli in Rome — yes, that one — is now in the heart of New York’s Soho neighborhood, courtesy of what was once one of our favorite dinner party destinations, Niche Niche. Upstairs you’ll find a la carte options and gourmet ingredients galore; downstairs, they serve an incredible tasting menu that shows you exactly why Roscioli is so beloved. Note: reservations are only required for the downstairs tasting menu.","https://maps.app.goo.gl/5ZVkpkY1BSzw5Ppp9"
"ChIJp5ZUdGlZwokR9QomdJsja7A","Kebab Aur Sharab","Upper West Side","Indian","Sit-down","https://resy.com/cities/new-york-ny/venues/kebab-aur-sharab?date=2024-07-27&seats=2","https://www.amny.com/wp-content/uploads/2022/12/DSC07314-HDR-scaled.jpg","$$","Salil Mehta, the chef and restaurateur behind some of the city’s most celebrated Southeast Asian restaurants (Laut, Laut Singapura, Singlish, and Wau) turns his focus to his hometown of New Delhi, and to street food at this Upper West Side gem with its own tandoor clay oven. Don’t sleep on the dori kebab, the rogan josh made with steak, or the Malabar bone marrow pulau.","https://maps.app.goo.gl/gurbyMfjnetnfGcx5"
"ChIJ7yN3d6tZwokRATR9U3lAqLg","Putlock Club","Lower East Side","Chinese","Sit-down","https://resy.com/cities/new-york-ny/venues/potluck-club?date=2024-07-27&seats=2","https://blog.resy.com/wp-content/uploads/2022/08/DSCF9246-2000x1125.jpg","$$","Chefs (and brothers) Zhan Chen and Peter Chen have devised a Cantonese American menu that’s both familiar and also unexpected: Think Southern-style scallion biscuits paired with salt-and-pepper chicken, and tiger shrimp with walnuts, tossed in a Calabrian chile aioli.","https://maps.app.goo.gl/pj9bsMUFVX3a26SF8"
"ChIJJ4WSJoZZwokRJVJJaTVLn1o","Popup Bagels","Greenwich Village","Bakery","Fast and casual","Walk in Only","https://i0.wp.com/xtalks.com/wp-content/uploads/2023/10/PopUp-Bagels-image-scaled.jpg?fit=2560%2C1920&ssl=1","$$",NA,"https://maps.app.goo.gl/bq99SfgYdmT8FR3d6"
"ChIJgTIQRVlZwokRyaPuZMcpHF0","elNico","Williamsburg","Mexican","Sit-down","https://resy.com/cities/new-york-ny/venues/elnico-restaurant?date=2024-07-21&seats=2","https://image.resy.com/3/003/2/69006/ab2097cf3ec7a8d4e5a2922f37600a5a30d17e08/jpg/1600x1600","$$","It would be a travesty not to order one of the expertly made cocktails (zero-proof included) at this rooftop restaurant helmed by a trio of NoMad veterans, as would overlooking the whimsical, creative menu — a personal and lovely ode to the food and culture of Latin American diaspora.","https://maps.app.goo.gl/wXBmTYm1qBt47wGe8"
"ChIJlWIymCBZwokRQMYxkk_fBmE","Sonnyboy","Lower East Side","Other","Sit-down","https://resy.com/cities/new-york-ny/venues/sonnyboy?date=2024-07-29&seats=2","https://images.getbento.com/accounts/fc65f97b5e66be9971314f77c13e05a9/media/images/2652169074DSC040081.jpg?w=1200&fit=crop&auto=compress,format&h=600","$$","Hip gathering place serving seasonally-driven plates and cocktails along with happy hour.","https://maps.app.goo.gl/T8cjRKKYb7W26f8w7"
"ChIJ8U_F9b9ZwokRTaHyDKWRNSg","Pastis","Meatpacking","French","Sit-down","https://resy.com/cities/new-york-ny/venues/pastis?date=2024-07-29&seats=2","https://static01.nyt.com/images/2019/06/05/dining/04off/04off-superJumbo.jpg","$$$","Theatrical evocation of Paris featuring bistro food & high-energy atmospherics from a chic crowd.","https://maps.app.goo.gl/bcMEou7bYU6Aoni88"
"ChIJ-QdPsgZfwokR2kHn-uwWJ0s","Tawa Roti Dhaulagiri Food","Jackson Heights","Asian","Sit-down","Walk in Only","https://static01.nyt.com/images/2014/02/19/dining/20140219-HUNGRY-slide-JCCC/20140219-HUNGRY-slide-JCCC-superJumbo.jpg","$",NA,"https://maps.app.goo.gl/5psxKgy7EpNEzCr89"
"ChIJh5G77qhfwokRQxa2rO4j0eE","Jahn’s","Jackson Heights","Diner","Sit-down","Walk in Only","https://res.cloudinary.com/the-infatuation/image/upload/c_scale,w_1200,q_auto,f_auto/images/NYC_Jahn_s_WillaMooreiPhoneContent_EDIT_01_ict179","$$","Last outpost of a storied chain featuring old-fashioned decor, American food & ice cream sundaes.","https://maps.app.goo.gl/eANTGmVYR55AfRsv6"
"ChIJtSHevTz2wokR1jY59paKMww","Marlow & Sons","Williamsburg","American","Sit-down","https://resy.com/cities/new-york-ny/venues/marlow-and-sons?date=2024-07-21&seats=2","https://image.resy.com/3/003/2/417/b135bb3a872c65cec8484111e8a2970016d685a7/jpg/1600x1600","$$$","Refined restaurant with outdoor seating serving thoughtfully sourced Mediterranean dishes.","https://maps.app.goo.gl/G5pdSjpYaAY7hBwHA"
"ChIJNW-_KVRZwokRxLLshZZoadQ","Trattoria One Fifth","NoHo","Italian","Sit-down","https://resy.com/cities/new-york-ny/venues/one-fifth-ny?date=2024-07-29&seats=2","https://image.resy.com/3/003/2/64111/f9d1fddafd601447de317a8f2c842888add54b78/jpg/1600x1600","$$","Old-fashioned restaurant offering Italian-inspired meals & cocktails, plus happy-hour specials.","https://maps.app.goo.gl/GMwKoKFEfHG3PAu98"
"ChIJSyYvYZRZwokR6tWSvOA2xXw","Fairfax","Greenwich Village","Other","Sit-down","https://resy.com/cities/new-york-ny/venues/fairfax?date=2024-07-29&seats=2","https://resy.com/cities/new-york-ny/venues/fairfax?date=2024-07-29&seats=2","$$","Easygoing all-day cafe & bar offering classic & inventive eats, plus wines, beers & cocktails.","https://maps.app.goo.gl/7BoA1khNMywET2Em6"
"ChIJyaTH_pRbwokRp4SVDyxdALw","Ernesto’s","Lower East Side","Other","Sit-down","https://resy.com/cities/new-york-ny/venues/ernestos?date=2024-07-29&seats=2","https://media.cntraveler.com/photos/5e595fdd17b1dc0008f2fbb5/16:9/w_2560,c_limit/Bar%20Select.jpg","$$","A daily-changing menu of pintxos, mains & desserts is served in a relaxed space with globe lights.","https://maps.app.goo.gl/MkXhjiPVTt3E1pXU7"
"ChIJHUrr2YdZwokR4fOebsAwpiQ","Sake No Hana","Bowery","Japanese","Sit-down","https://www.opentable.com/r/sake-no-hana-new-york","https://resizer.otstatic.com/v2/photos/wide-xlarge/3/50532384.webp","$$$","Occupying a dramatic, festive space beneath the catwalk entry of Moxy Lower East Side, Japanese restaurant Sake no Hana serves free-spirited izakaya dishes invigorated with New York attitude. With a shareable menu of grilled teppanyaki dishes, yakitori skewers, Wagyu beef, creative sushi rolls, and a curated list of sakes, beers, and cocktails highlighting Japanese spirits. The space buzzes with alluring energy perfect for any celebration.","https://maps.app.goo.gl/GWj2RDj3StvRBJYL7"
"ChIJRUXf9uBZwokR9WS3NBhSjYk","KYU NYC","NoHo","Asian","Sit-down","https://resy.com/cities/new-york-ny/venues/kyu?date=2024-07-29&seats=2","https://image.resy.com/3/003/2/64154/cd16bd1ea89d025620cddda3d0b864d5ad248c35/jpg/1600x1600","$$","You’ll want to share the masterly modern Asian fare at this casually opulent import from Miami — from the crispy rice dishes to the uncommon vegetarian fare to the wood-fired meats — with somebody special.","https://maps.app.goo.gl/RQRBWzwcw8a4opEs8"
"ChIJa6MvoQdZwokRZ4gArGw2orw","Tatsuda Omakase","Hell's Kitchen","Sushi","Sit-down","https://resy.com/cities/new-york-ny/venues/tatsuda-omakase?date=2024-07-29&seats=2","https://cdn.checkle.com/venuePhotos/-Ngc635vGS8s9LEjRb5f/cb504bdf-ab85-4f7c-b75b-83f92134175b_1200x1200","$$$","Tatsuda NYC is a sophisticated harmony of Japanese cuisine and New Yorkers ingenuity. Celebrated for its amusing devotion for sushi and understated elegance, art, and passion in hospitality and modern sensibilities underscore a quintessential dining experience.","https://maps.app.goo.gl/nNqR7eZwshu3HHsb9"
"ChIJIwqX_VBawokRu1FyN2OVoh4","Leyenda","Boerum Hill","Latin American","Sit-down","https://www.leyendabk.com/reservations","https://media.cntraveler.com/photos/5d236c5cec86ec0008752aa7/16:9/w_2560,c_limit/00-NYC-2019-Leyenda_Interiors-063.jpg","$$","Inventive cocktails made with Latin spirits plus Mexican bites in a brick-walled space.","https://maps.app.goo.gl/naHup84duQjgEVEP6"
"ChIJ1-mW-LhbwokR7Ryv5ha-gzc","Golden Diner","Chinatown","Diner","Sit-down","https://resy.com/cities/new-york-ny/venues/golden-diner?date=2024-07-30&seats=2","https://media.timeout.com/images/105545316/750/422/image.jpg","$","Serves diner food including pancakes and cheeseburgers with international influences, plus counter seating available.","https://maps.app.goo.gl/z2xAAiZzr5pnrqzR6"
"ChIJubHjIlVZwokRaiUpZRO1rgE","Dante West Village","West Village","Seafood","Sit-down","https://resy.com/cities/new-york-ny/venues/dante-west-village?date=2024-07-30&seats=2","https://img-us.didaudo.net/us-res/000/050/50433.jpg?output=webp&fit=cover&w=800&h=600","$$$","Celebrated, stylish seafood & grill restaurant offshoot with an aperitivo bar & a terrace.","https://maps.app.goo.gl/fArfX4DRreMcFetY7"
"ChIJ7cBjmSZZwokRC7PaUNOcmJ0","Mel’s","Chelsea","Pizza","Sit-down","https://resy.com/cities/new-york-ny/venues/mels?date=2024-07-30&seats=2","https://res.cloudinary.com/the-infatuation/image/upload/v1660938648/images/Mel_s-Disco_Pizza_Oven-Adrian_Gaut_scnltn.jpg","$$","Now here’s a pizzeria with an all-star team in charge: Melissa Rodriguez, former executive chef at the elegantly Italian Del Posto (now closed); and ex-Del Posto general manager Jeff Katz. The two have taken over the old Del Posto space, and Mel’s is just the start of what they plan to do with it. The wood-oven pizzas are irresistible — but save room for a gelato sundae.","https://maps.app.goo.gl/NmrD5CwvumLddKKHA"
"ChIJfS6RWp1ZwokRHRCIiP-IApE","Yuca Bar","Alphabet City","Latin American","Sit-down","https://www.opentable.com/r/yuca-bar-new-york","https://resizer.otstatic.com/v2/photos/wide-xlarge/3/55387081.webp","$$","Creative Pan-Latin fare served in a lively space with open-window seating & a popular happy hour.","https://maps.app.goo.gl/N5LfjZHdYR6Vd94y7"
"ChIJ8UxZqPxYwokRQSC7-Qoeea0","The Grill","Midtown","Steakhouse","Sit-down","https://resy.com/cities/new-york-ny/venues/the-grill-ny?date=2024-07-21&seats=2","https://image.resy.com/3/003/2/10389/e72c0cbbb93effb88be1632bcbf7f6d824b200b8/jpg/1600x1600","$$$$","Midcentury style steakhouse in the iconic Seagram Building, serving classic dishes and cocktails.","https://maps.app.goo.gl/r6AMNhCfmMZGDrNT7"
"ChIJRQqJgYVZwokRfJB16sxh1Pg","Emilio’s Ballato","NoLiTa","Italian","Sit-down","https://www.opentable.com/r/ballatos-new-york","https://media.timeout.com/images/105700233/750/422/image.jpg","$$$","Old-school waiters set the tone at this longtime Italian restaurant and celebrity hangout.","https://maps.app.goo.gl/3D7EMFfeZirVYNaw5"
"ChIJt_HATrRbwokREfGhs1PnzwQ","Au Cheval","Tribeca","American","Sit-down","https://resy.com/cities/new-york-ny/venues/au-cheval-nyc?date=2024-07-30&seats=2","https://auchevalnyc.com/wp-content/uploads/1020517.jpeg","$$","Restaurant featuring leather booths and a zinc bar, serving creative American fare.","https://maps.app.goo.gl/8sVjTgcsqojdhVvSA"
"ChIJ4Rw7sVhZwokRJuSZSI0jb4A","Momoya Soho","SoHo","Japanese","Sit-down","https://resy.com/cities/new-york-ny/venues/momoya-soho?date=2024-07-30&seats=2","https://image.resy.com/3/003/2/59558/eb836fc8c96bdaeac0b3064e4da626745fa8adf9/jpg/1600x1600","$$","This stylish sushi specialist serves traditional & inventive Japanese fare amid eye-catching decor.","https://maps.app.goo.gl/jSg5kP8hcYjoCeyB9"
"ChIJa7XRZbtZwokRBZtNy1-JaGE","Momoya Chelsea","Chelsea","Japanese","Sit-down","Walk in Only","https://momoyanyc.com/images/aboutus_chelsea.jpg","$$","This stylish sushi specialist serves traditional & inventive Japanese fare amid eye-catching decor.","https://maps.app.goo.gl/945U1sXKAyp4hAUZA"
"ChIJgTrKAYZYwokRrLF7JiGwdNM","Momoya Upper West","Upper West Side","Japanese","Sit-down","https://www.opentable.com/r/momoya-new-york-2","https://momoyanyc.com/images/aboutus2.jpg","$$","This stylish sushi specialist serves traditional & inventive Japanese fare amid eye-catching decor.","https://maps.app.goo.gl/7WaVXToDmgbA54Vr8"
"ChIJ63L1ISRZwokRyEGTzZ0gAZM","Ma•dé","NoLiTa","Seafood","Sit-down","https://resy.com/cities/new-york-ny/venues/ma-de-nyc?date=2024-07-21&seats=2","https://image.resy.com/3/003/2/65129/2283d54a7df45e8a56177bf228e4025ecda2e0c3/jpg/1600x1600","$$$","Ma•dé, from the same duo behind Wayan, takes a global perspective on local fare, drawing inspiration from around the world, including Indonesia, Japan, France, and the Americas. Don’t sleep on the array of seafood dishes from chef Cedric Vongerichten.","https://maps.app.goo.gl/kapCuSq6x42oc7Pu8"
"ChIJyZdphpZZwokR0DVerrIN11c","Oak Tuscan Truffle Lounge","Greenwich Village","Italian","Sit-down","https://resy.com/cities/new-york-ny/venues/oak-tuscan-truffle-lounge?date=2024-07-30&seats=2","https://resizer.otstatic.com/v2/photos/xlarge/1/25713069.jpg","$$","heartwarming flavors, tradition, and a deep love for the world of hospitality. Chef Rudy Accornero from ""The Eternal City"" of Rome has crafted a menu that celebrates the love and passion for food passed down from his beloved grandparents. focus of truffle","https://maps.app.goo.gl/oQqPSq8WsRgsJbVH6"
"ChIJIUM_NYVZwokRFOQZXDCXMSE","Vic’s","NoHo","Italian","Sit-down","https://resy.com/cities/new-york-ny/venues/vics?date=2024-07-30&seats=2","https://image.resy.com/3/003/2/2790/2c57e57b001d46605e28f9d009aa209acdd0b831/jpg/1600x1600","$$","Updated Italian dishes plus cocktails & housemade limoncello in spacious, low-key digs.","https://maps.app.goo.gl/txmJPMtvLLzrueHy8"
"ChIJF7GCEJpZwokR4z1FzAGgdVE","Ixta Cocina Mexicana + Mezcal Bar","Bowery","Mexican","Sit-down","https://www.opentable.com/r/ixta-new-york","https://cdn.prod.website-files.com/633dbbd40fd3e347ca5da810/63470af2ee7d9567cf664040_IXTA%20Food%20Shoot-17.jpg","$$","Serving upscale Oaxaca and Regional Mexican Cuisine with a twist; along with imported artisanal mezcal and tequila handpicked from various regions of Mexico. IXTA Cocina Mexicana + Mezcal Bar located in Manhattan’s lower east side (LES) on Bowery. Get away from the hustle and bustle of New York City and step into the jungle of our enchanted Tulum themed Mexican Restaurant. Combining savory housemade Oaxacan moles and freshly sourced Mexican cuisine created by executive chef Francisco Blanco. Our handcrafted cocktails are artfully created from the finest selection of local and imported liquor, including different selections of mezcal, tequila, and rum—including some specialized IPA and wines from Mexico. All our specialty cocktails are alchemized with exotic herbs and spices, and seasonal fruits.","https://maps.app.goo.gl/tVdNVmqNTbhj62xX9"
"ChIJQ-hJIuBbwokRRUdquw_5w5U","L’ industrie Pizzeria","West Village","Pizza","Fast and casual","Walk in Only","https://res.cloudinary.com/the-infatuation/image/upload/f_auto/q_auto/v1710174725/images/NYC_LIndustrieWestVillage_Interior_AlexStaniloff-1_c98bnd.jpg","$","Celebrated locale with covered outdoor seating, turning out classic old-world pies and slices, plus inventive flavor combinations.",NA
"ChIJQ-hJIuBbwokRRUdquw_5w5U","L’ Industrie Pizzeria","Williamsburg","Pizza","Fast and casual","Walk in Only","https://res.cloudinary.com/the-infatuation/image/upload/v1656121738/cms/reviews/lindustrie-pizzeria/TeddyWolff.LIndustrie.InteriorsExteriors.4_fSgMPR7.jpg","$","Celebrated locale with covered outdoor seating, turning out classic old-world pies and slices, plus inventive flavor combinations.",NA
"ChIJuTqCVatZwokRaaU3zsRuw98","Wolfgang's Steakhouse","Theater District/Times Square","Steakhouse","Sit-down","https://www.opentable.com/wolfgangs-steak-house-times-square","https://media-cdn.tripadvisor.com/media/photo-p/18/86/fb/3d/54.jpg","$$$$","Upscale chophouse chain serving dry-aged steaks, seafood & wine in an elegant setting.","https://maps.app.goo.gl/1pBxt1Tu67Z4ugCL7"
"ChIJuTqCVatZwokRaaU3zsRuw98","Wolfgang's Steakhouse Broadway","Midtown","Steakhouse","Sit-down","https://www.opentable.com/r/wolfgangs-steakhouse-broadway-37th-st-new-york","https://resizer.otstatic.com/v2/photos/wide-xlarge/2/63650945.webp","$$$$","Upscale chophouse chain serving dry-aged steaks, seafood & wine in an elegant setting.","https://maps.app.goo.gl/vCsP8mC3s2YnkBAC9"
"ChIJ7cmhqPVZwokRcWzLzM5e-5A","Wolfgang's Steakhouse","Tribeca","Steakhouse","Sit-down","https://www.opentable.com/wolfgangs-steakhouse-tribeca?ref=1068","https://resizer.otstatic.com/v2/photos/wide-xlarge/2/58333777.webp","$$$$","Upscale chophouse chain serving dry-aged steaks, seafood & wine in an elegant setting.","https://maps.app.goo.gl/D9LZbL8efUBdvfCq6"
"ChIJqWOfDa9ZwokR8S9r58dyv5Y","Cadence","Alphabet City","American","Sit-down","https://resy.com/cities/new-york-ny/venues/cadence?date=2024-07-30&seats=2","https://image.resy.com/3/003/2/42578/6c22267ae4daf7432a9e8ddae2e5fa96436fa76e/jpg/1600x1600","$$","Because executive chef Shenarri “Greens” Freeman has accomplished the seemingly impossible: a next-level Southern and soul food vegan concept. As part of Ravi DeRossi’s Overthrow Hospitality revamp, Cadence is the culmination of Freeman’s love affair with plant-based cuisine, and her plates — smoked grits, jerk mac and cheese, and the usual suspects — are something else.","https://maps.app.goo.gl/xgxEkaSUkhXKTXVA8"
"ChIJV6G4us9fwokRy4GOF89i6nE","Hamida Seafood","Astoria","Seafood","Sit-down","Walk in Only","https://static01.nyt.com/images/2020/03/04/dining/04Hungry-Hamido-B/merlin_169430793_d4d464a4-7112-4740-853e-be94513a59da-articleLarge.jpg?quality=75&auto=webp&disable=upscale","$$",NA,"https://maps.app.goo.gl/R1eKZs1qGFmB4K6d8"
"ChIJIXPGRZtZwokRlob1QzvXcO4","Electric lemon","Hudson Yards","American","Sit-down","https://resy.com/cities/new-york-ny/venues/electric-lemon?date=2024-07-30&seats=2","https://electriclemonnyc.com/wp-content/uploads/sites/40/2019/11/electriclemon_highres-20.jpg","$$$","Equinox Hotel restaurant for veggie-forward dishes and crudos in a polished venue with a terrace.","https://maps.app.goo.gl/JaVWUav2xhhzRv8w7"
"ChIJOTob_r1bwokRtUoNNbcmw_g","Speedy Romeo","Clinton Hill","Pizza","Sit-down","https://resy.com/cities/new-york-ny/venues/speedy-romeo-bk?date=2024-07-30&seats=2","https://static01.nyt.com/images/2012/04/11/dining/20120411-SPEEDY-slide-ZO59/20120411-SPEEDY-slide-ZO59-jumbo.jpg","$$","Wood-fired pizzas & Italian fare from an open kitchen set in a former body shop in Clinton Hill.","https://maps.app.goo.gl/sa88HimpbAmaQFen7"
"ChIJ__-_rdH1wokRph5JCGj8aGQ","Zona De Cuba","South Bronx","Latin American","Sit-down","https://www.opentable.com/r/zona-de-cuba-bronx","https://resizer.otstatic.com/v2/photos/wide-xlarge/2/26412714.webp","$$","A menu featuring classic Cuban & Latin fare in a  modern setting with ample bar & patio seating.","https://maps.app.goo.gl/E6o36GrmaPvczcfT6"
"ChIJ61xsAEVbwokRS6GWvuAq5U0","Yunnan Rice Noodle House","Chinatown","Chinese","Sit-down","Walk in Only","https://apis3.fantuan.ca/image/publicimage_image_1648507990.821124.png","$",NA,"https://maps.app.goo.gl/rcY2EX8aw5Z23QLU8"
"ChIJ_eNEOLhZwokRqAfR9OaMay0","Empire Diner","Chelsea","Diner","Sit-down","https://resy.com/cities/new-york-ny/venues/empire-diner-nyc?date=2024-07-21&seats=2","https://image.resy.com/3/003/2/52909/903e4d79ec412a4d2735734083de7fe7aed415b9/jpg/1600x1600","$$","Classic art deco diner with upgraded spins on American dishes, coffee, and cocktails.",NA
"ChIJ-bhM6yL2wokRAtIoWi_TL2k","Melba's Restaurant","Harlem","American","Sit-down","https://www.opentable.com/r/melbas-new-york","https://cdn.vox-cdn.com/thumbor/lcYC9nFnqI3GPTfrZstKf6AZnCw=/0x0:1024x683/1200x675/filters:focal(664x180:826x342)/cdn.vox-cdn.com/uploads/chorus_image/image/73165034/IMG_5448_PC_Anthony_Jones.0.jpeg","$$","Southern classics served in a retro setting that's relaxed & homey by day, bustling in the evening.","https://maps.app.goo.gl/epvTZfWDSUEdYFUY9"
"ChIJb7CqrvpZwokRFeC0MqXi7ys","Cafe Carmellini","NoMad","Italian","Sit-down","https://resy.com/cities/new-york-ny/venues/cafe-carmellini?date=2024-07-30&seats=2","https://static01.nyt.com/images/2024/02/07/multimedia/07rest-carmellini1-qlhb/06rest-carmellini1-qlhb-articleLarge.jpg?quality=75&auto=webp&disable=upscale","$$$","Chef Andrew Carmellini is behind many New Yorkers’ favorite restaurants, from Bar Primi and Locanda Verde to Lafayette, and this restaurant — the first to bear his name — marks his return to fine dining in the luxurious and elegant setting of the Fifth Avenue Hotel. The menu here blends French and Italian influences — everything from sole Normande and squab en croûte to lobster cannelloni with Osetra caviar.","https://maps.app.goo.gl/W1XhDgTSQRAKpPfy8"
"ChIJBfDVuAVZwokRjNRasFnJr5E","Montagu’s Gusto","Murray Hill","Deli & Bagel","Fast and casual","Walk in Only","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQL5so81V2JMMuLpacB4Zh9V7wNihBUZuTTkA&usqp=CAU","$",NA,"https://maps.app.goo.gl/uHJECBBXBhtZBMAX6"
"ChIJPSb0duFZwokR1kKMyJ7x38E","Dunhuang","Murray Hill","Chinese","Sit-down","Walk in Only","https://jerseydigs.com/wp-content/uploads/2023/06/dunhuang-jersey-city-opening.jpg","$$","Chinese eatery featuring hand-pulled noodle soups, salads, and lamb entrees.","https://maps.app.goo.gl/rMGQZkPDFMxTe37b6"
"ChIJ8dxLTj1awokRcLagjGlwyHc","Hole in the Wall","Murray Hill","Other","Sit-down","https://resy.com/cities/new-york-ny/venues/hole-in-the-wall-murray-hill?date=2024-07-31&seats=2","https://www.tagvenue.com/resize/1b/e4/fit-535-358;31550-whole-venue-room-enhanced-v1-1326369.jpeg","$$","Serves speciality coffee, Aussie brunch favorites and a seasonally charged dinner menu alongside an extensive wine and seasonal cocktail list","https://maps.app.goo.gl/HdW6S5bQqkJ1WXF87"
"ChIJtxeOqXdbwokRa1M5fa8HJXE","Next Stop Vegan","Brooklyn Heights","Vegan & Vegetarian","Sit-down","Walk in Only","https://i0.wp.com/greenpointers.com/app/uploads/2024/06/79B612E5-0D9C-479C-9C17-7C4802C6FF5E.jpg?fit=2000%2C2000&ssl=1","$$",NA,"https://maps.app.goo.gl/1CDiv6uvjn6Dekr86"
"ChIJK48-E51ZwokRvAA-v6fx9y0","Cafe Mogador","East Village","Mediterranean","Sit-down","https://resy.com/cities/new-york-ny/venues/cafe-mogador-east-village?date=2024-07-31&seats=2","https://s.wsj.net/public/resources/images/OB-KQ404_1029lb_H_20101029110408.jpg","$$","Classic Moroccan flavors & outdoor seating draw a bohemian crowd to this neighborhood standby.","https://maps.app.goo.gl/UZW1qAkAkY4hHiJ3A"
"ChIJM2NCGJ1ZwokRA2nCkZcz08g","Màlá Project","Midtown East","Chinese","Sit-down","https://resy.com/cities/new-york-ny/venues/mala-project?date=2024-07-31&seats=2","https://cdn.vox-cdn.com/thumbor/6zEr5xHb8k5CM3HupPHk-g65TpM=/0x0:4032x3024/1200x800/filters:focal(1694x1190:2338x1834)/cdn.vox-cdn.com/uploads/chorus_image/image/58694637/IMG_2093.0.jpg","$$","Cozy, hip spot featuring Chinese dry pot with a choice of spice level, plus appetizers and dim sum.","https://maps.app.goo.gl/8gLdK8UBhkhtrm4s5"
"ChIJM2NCGJ1ZwokRA2nCkZcz08g","Màlá Project","Greenpoint","Chinese","Sit-down","https://resy.com/cities/new-york-ny/venues/mala-project-greenpoint?date=2024-07-31&seats=2","https://interiordesign.net/wp-content/uploads/2023/09/Interior-Design-LOVEISENOUGH-MaLa-Project-LOVEISENOUGH-Mala-Project4039.jpg","$$","Cozy, hip spot featuring Chinese dry pot with a choice of spice level, plus appetizers and dim sum.","https://maps.app.goo.gl/e2TkqmZydZxXXxBt5"
